y_lo   y_up   pt_lo   pt_up   xs          stat_lo   stat_up   uncor   npcor   npcorerr   lumierr   unf_err_lo   unf_err_up   ABSOLUTE_lo   ABSOLUTE_up   High_PT_EXTR_lo   High_PT_EXTR_up   SINGLE_PION_lo   SINGLE_PION_up   FLAVOUR_lo   FLAVOUR_up   TIME_lo   TIME_up   RelativeJERC1_lo   RelativeJERC1_up   RelativeJERC2_lo   RelativeJERC2_up   RelativeJERCHF_lo   RelativeJERCHF_up   RelativeStatEC2_lo   RelativeStatEC2_up   RelativeStatHF_lo   RelativeStatHF_up   RelativeFSR_lo   RelativeFSR_up   PileUpDataMC_lo   PileUpDataMC_up   PileUpOOT_lo   PileUpOOT_up   PileUpPt_lo   PileUpPt_up   PileUpBias_lo   PileUpBias_up   PileUpJetRate_lo   PileUpJetRate_up
0.0    0.5    114     133     2.950e+03   0.012     0.012     0.010   1.117   0.015      0.022     0.033        0.033        0.027         0.026         0.014             0.015             0.004            0.004            0.029        0.028        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.002             0.002             0.009          0.008          0.035         0.035         -0.011          -0.013          0.024              0.024
0.0    0.5    133     153     1.341e+03   0.015     0.015     0.010   1.098   0.012      0.022     0.032        0.026        0.027         0.027         0.015             0.016             0.005            0.005            0.026        0.026        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.002             0.002             0.008          0.007          0.031         0.031         -0.009          -0.011          0.022              0.022
0.0    0.5    153     174     6.401e+02   0.016     0.016     0.010   1.084   0.010      0.022     0.027        0.026        0.028         0.027         0.016             0.017             0.006            0.006            0.024        0.023        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.002             0.002             0.007          0.006          0.028         0.028         -0.009          -0.010          0.021              0.020
0.0    0.5    174     196     3.114e+02   0.009     0.009     0.010   1.072   0.008      0.022     0.027        0.026        0.028         0.028         0.017             0.018             0.007            0.007            0.022        0.022        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.002             0.002             0.006          0.006          0.025         0.025         -0.008          -0.009          0.019              0.019
0.0    0.5    196     220     1.609e+02   0.010     0.010     0.010   1.063   0.006      0.022     0.024        0.025        0.028         0.028         0.018             0.018             0.008            0.008            0.020        0.020        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.002             0.006          0.005          0.023         0.023         -0.007          -0.008          0.018              0.018
0.0    0.5    220     245     8.540e+01   0.011     0.011     0.010   1.055   0.005      0.022     0.024        0.025        0.028         0.029         0.019             0.019             0.009            0.009            0.019        0.019        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.005          0.005          0.021         0.021         -0.006          -0.007          0.017              0.017
0.0    0.5    245     272     4.594e+01   0.013     0.013     0.010   1.048   0.004      0.022     0.022        0.024        0.029         0.029         0.020             0.020             0.010            0.010            0.017        0.018        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.005          0.004          0.019         0.019         -0.006          -0.006          0.016              0.016
0.0    0.5    272     300     2.498e+01   0.016     0.016     0.010   1.043   0.004      0.022     0.025        0.022        0.029         0.030         0.021             0.021             0.011            0.011            0.016        0.017        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.004          0.004          0.017         0.018         -0.005          -0.006          0.015              0.015
0.0    0.5    300     330     1.393e+01   0.007     0.007     0.010   1.038   0.003      0.022     0.022        0.023        0.030         0.030         0.022             0.022             0.012            0.012            0.015        0.016        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.004          0.004          0.016         0.016         -0.005          -0.005          0.014              0.014
0.0    0.5    330     362     7.820e+00   0.008     0.008     0.010   1.034   0.002      0.022     0.023        0.023        0.030         0.031         0.023             0.023             0.014            0.014            0.015        0.015        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.004          0.004          0.015         0.015         -0.005          -0.005          0.013              0.014
0.0    0.5    362     395     4.493e+00   0.006     0.006     0.010   1.030   0.002      0.022     0.023        0.021        0.031         0.032         0.024             0.024             0.015            0.015            0.014        0.014        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.003          0.003          0.014         0.014         -0.004          -0.004          0.013              0.013
0.0    0.5    395     430     2.625e+00   0.006     0.006     0.010   1.027   0.002      0.022     0.023        0.023        0.031         0.032         0.025             0.025             0.017            0.017            0.013        0.014        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.003          0.003          0.013         0.013         -0.004          -0.004          0.012              0.012
0.0    0.5    430     468     1.520e+00   0.007     0.007     0.010   1.025   0.001      0.022     0.022        0.023        0.032         0.033         0.026             0.027             0.018            0.019            0.013        0.014        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.003          0.003          0.012         0.012         -0.004          -0.004          0.011              0.012
0.0    0.5    468     507     8.747e-01   0.008     0.008     0.010   1.022   0.001      0.022     0.023        0.022        0.033         0.034         0.027             0.028             0.020            0.020            0.013        0.013        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.003          0.003          0.011         0.011         -0.004          -0.003          0.011              0.011
0.0    0.5    507     548     5.164e-01   0.004     0.004     0.010   1.020   0.001      0.022     0.023        0.023        0.034         0.035         0.029             0.029             0.022            0.022            0.013        0.013        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.002          0.003          0.010         0.011         -0.003          -0.003          0.010              0.011
0.0    0.5    548     592     3.078e-01   0.004     0.004     0.010   1.019   0.001      0.022     0.022        0.023        0.035         0.036         0.030             0.031             0.024            0.024            0.012        0.013        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.002          0.002          0.010         0.010         -0.003          -0.003          0.010              0.010
0.0    0.5    592     638     1.811e-01   0.005     0.005     0.010   1.017   0.001      0.022     0.023        0.023        0.036         0.036         0.031             0.032             0.026            0.027            0.012        0.013        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.000            0.000            0.001             0.001             0.002          0.002          0.009         0.009         -0.003          -0.003          0.010              0.010
0.0    0.5    638     686     1.074e-01   0.007     0.007     0.010   1.016   0.000      0.022     0.023        0.023        0.037         0.037         0.032             0.034             0.028            0.029            0.012        0.012        0.000     0.000     0.000              0.000              0.000              0.000              0.000               0.000               0.000                0.000                0.000               0.000               0.000            0.000            0.001             0.001             0.002          0.002          0.008         0.009         -0.003          -0.002          0.009              0.010
0.0    0.5    686     737     6.392e-02   0.008     0.008     0.010   1.014   0.000      0.022     0.023        0.022        0.038         0.038         0.034             0.035             0.031            0.031            0.012        0.012        0.000     0.000     0.000              0.000              0.000              0.000              0.000               0.000               0.000                0.000                0.000               0.000               0.000            0.000            0.000             0.000             0.002          0.002          0.008         0.008         -0.003          -0.002          0.009              0.009
0.0    0.5    737     790     3.758e-02   0.010     0.010     0.010   1.013   0.000      0.022     0.024        0.023        0.039         0.039         0.035             0.037             0.033            0.034            0.013        0.012        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.002          0.002          0.007         0.008         -0.003          -0.002          0.008              0.009
0.0    0.5    790     846     2.215e-02   0.013     0.013     0.010   1.012   0.000      0.022     0.025        0.024        0.041         0.040         0.036             0.039             0.036            0.037            0.013        0.013        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.002          0.002          0.007         0.007         -0.002          -0.002          0.008              0.009
0.0    0.5    846     905     1.309e-02   0.017     0.017     0.010   1.011   0.000      0.022     0.024        0.024        0.042         0.041         0.038             0.040             0.039            0.040            0.013        0.013        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.002          0.002          0.007         0.007         -0.002          -0.002          0.008              0.008
0.0    0.5    905     967     7.516e-03   0.022     0.022     0.010   1.010   0.000      0.022     0.026        0.024        0.044         0.043         0.039             0.042             0.042            0.043            0.013        0.013        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.002          0.006         0.007         -0.002          -0.002          0.007              0.008
0.0    0.5    967     1032    4.209e-03   0.028     0.028     0.010   1.009   0.000      0.022     0.026        0.024        0.046         0.044         0.041             0.044             0.045            0.046            0.014        0.013        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.002          0.006         0.006         -0.002          -0.002          0.007              0.008
0.0    0.5    1032    1101    2.324e-03   0.037     0.037     0.010   1.009   0.000      0.022     0.027        0.026        0.048         0.045         0.042             0.047             0.048            0.050            0.014        0.013        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.002          0.006         0.006         -0.002          -0.002          0.007              0.007
0.0    0.5    1101    1172    1.469e-03   0.046     0.046     0.010   1.008   0.000      0.022     0.027        0.027        0.050         0.046         0.044             0.049             0.052            0.053            0.015        0.014        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.005         0.006         -0.002          -0.001          0.007              0.007
0.0    0.5    1172    1248    8.029e-04   0.061     0.061     0.010   1.007   0.000      0.022     0.029        0.028        0.052         0.048         0.046             0.051             0.055            0.057            0.015        0.014        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.005         0.005         -0.002          -0.001          0.006              0.007
0.0    0.5    1248    1327    3.381e-04   0.089     0.089     0.010   1.007   0.000      0.022     0.030        0.030        0.055         0.049         0.047             0.053             0.059            0.061            0.016        0.014        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.005         0.005         -0.002          -0.001          0.006              0.007
0.0    0.5    1327    1410    1.793e-04   0.121     0.121     0.010   1.006   0.000      0.022     0.033        0.031        0.058         0.050         0.049             0.056             0.063            0.065            0.016        0.015        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.005         0.005         -0.002          -0.001          0.006              0.007
0.0    0.5    1410    1497    9.499e-05   0.162     0.162     0.010   1.006   0.000      0.022     0.035        0.034        0.060         0.052         0.051             0.059             0.068            0.070            0.017        0.015        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.004         0.005         -0.002          -0.001          0.006              0.006
0.0    0.5    1497    1588    4.333e-05   0.216     0.216     0.010   1.006   0.000      0.022     0.039        0.037        0.064         0.053         0.052             0.061             0.072            0.075            0.018        0.015        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.004         0.004         -0.001          -0.001          0.006              0.006
0.0    0.5    1588    1784    1.627e-05   0.275     0.275     0.010   1.005   0.000      0.022     0.045        0.041        0.069         0.056         0.055             0.066             0.080            0.083            0.019        0.016        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.004         0.004         -0.001          -0.001          0.005              0.006
0.0    0.5    1784    2116    2.053e-06   0.661     0.661     0.010   1.004   0.000      0.022     0.057        0.056        0.079         0.060         0.060             0.074             0.093            0.097            0.021        0.017        -0.000    0.000     -0.000             0.000              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.000            0.000            0.000             0.000             0.001          0.001          0.003         0.004         -0.001          -0.001          0.005              0.005
0.5    1.0    114     133     2.810e+03   0.012     0.012     0.010   1.115   0.015      0.022     0.033        0.032        0.027         0.025         0.013             0.014             0.004            0.003            0.029        0.028        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.000            -0.001            -0.001            0.008          0.007          0.033         0.033         -0.015          -0.016          0.024              0.024
0.5    1.0    133     153     1.234e+03   0.015     0.015     0.010   1.096   0.012      0.022     0.032        0.031        0.028         0.026         0.014             0.015             0.005            0.004            0.026        0.026        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.000            -0.000            -0.000            0.007          0.006          0.029         0.030         -0.013          -0.014          0.022              0.022
0.5    1.0    153     174     5.766e+02   0.017     0.017     0.010   1.082   0.010      0.022     0.028        0.026        0.028         0.027         0.015             0.016             0.005            0.005            0.024        0.023        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.000            -0.000            -0.000            0.006          0.006          0.026         0.027         -0.012          -0.013          0.020              0.020
0.5    1.0    174     196     2.860e+02   0.009     0.009     0.010   1.070   0.008      0.022     0.029        0.024        0.028         0.027         0.017             0.017             0.006            0.006            0.022        0.021        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.000            -0.000            -0.000            0.006          0.005          0.024         0.024         -0.011          -0.011          0.019              0.019
0.5    1.0    196     220     1.460e+02   0.011     0.011     0.010   1.061   0.006      0.022     0.024        0.027        0.028         0.028         0.018             0.018             0.007            0.007            0.020        0.020        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.000            -0.000            -0.000            0.005          0.005          0.022         0.022         -0.010          -0.010          0.018              0.018
0.5    1.0    220     245     7.607e+01   0.012     0.012     0.010   1.053   0.005      0.022     0.023        0.024        0.029         0.028         0.019             0.019             0.008            0.008            0.019        0.019        0.000     -0.000    0.000              -0.000             0.000              0.000              0.000               -0.000              0.000                0.000                0.000               -0.000              0.001            0.001            -0.000            -0.000            0.005          0.004          0.020         0.020         -0.009          -0.009          0.017              0.017
